,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Land and Offshore Split by State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,Arkansas,California,,Colorado,Delaware,D.C.,Florida,,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
DATE,Land,Offshore,Land,Offshore,Land,Land,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,TOTAL,
4/2/2004,3,0,12,0,0,7,21,2,52,0,0,0,1,0,0,0,0,0,0,6,4,91,79,0,0,0,2,0,6,0,0,16,0,1,0,0,65,6,0,14,10,158,0,6,0,0,0,0,493,9,21,0,0,0,14,0,61,1069,91,1160,
4/8/2004,3,0,10,0,0,7,22,2,51,0,0,0,1,0,0,0,0,0,0,6,4,89,78,0,0,0,3,0,6,0,0,18,0,1,0,0,61,2,0,11,8,162,0,4,0,0,0,0,489,10,20,0,1,0,12,0,57,1047,91,1138,
4/16/2004,3,0,11,0,0,5,22,2,51,0,0,0,1,0,0,0,0,0,0,6,4,84,78,0,0,0,3,0,7,0,0,18,0,1,0,0,62,4,0,12,8,169,0,4,0,0,1,0,490,10,20,0,1,0,12,0,61,1059,91,1150,
4/23/2004,3,0,10,0,0,4,24,2,52,0,0,0,1,0,0,0,0,0,0,6,5,90,82,0,0,0,3,0,7,0,0,17,0,1,0,0,62,6,0,9,8,170,0,4,0,0,1,0,475,10,20,0,1,0,10,0,63,1051,95,1146,
4/30/2004,3,0,8,0,0,4,24,2,50,0,0,0,1,0,0,0,0,0,0,6,5,91,83,0,0,0,3,0,7,0,0,20,1,1,0,0,59,6,0,13,8,165,0,4,0,0,1,0,490,12,20,0,1,0,10,0,63,1063,98,1161,
5/7/2004,3,0,7,0,0,5,24,2,51,0,0,0,1,0,0,0,0,0,0,6,5,85,83,0,0,0,3,0,9,0,0,20,1,1,0,0,64,6,0,14,8,158,0,4,0,0,1,0,489,12,20,0,1,0,10,0,60,1055,98,1153,
5/14/2004,3,0,7,0,0,5,24,2,50,0,0,0,1,0,0,0,0,0,0,7,5,83,82,0,0,0,3,0,10,0,0,21,1,1,0,0,64,6,0,14,8,157,0,6,0,0,1,0,493,10,20,0,1,0,10,0,67,1067,95,1162,
5/21/2004,3,0,7,0,0,5,21,2,51,0,0,0,1,0,0,0,0,0,0,7,5,89,82,0,0,0,3,0,11,0,0,19,1,1,0,0,64,5,0,15,8,154,0,6,0,0,2,0,497,10,20,0,1,0,12,0,70,1077,95,1172,
5/28/2004,3,0,8,0,0,5,19,2,54,0,0,0,1,0,0,0,0,0,0,6,5,80,80,0,0,0,3,0,11,0,0,19,1,1,0,0,66,3,0,14,8,163,0,7,0,0,2,0,491,10,20,0,1,0,14,0,72,1076,93,1169,
6/4/2004,3,0,7,0,0,5,20,2,51,0,0,0,0,0,0,0,0,0,0,6,5,89,80,0,0,0,3,0,11,0,0,19,1,1,0,0,66,3,0,11,5,168,0,7,0,0,2,0,484,10,20,0,1,0,14,0,74,1076,92,1168,
6/11/2004,2,0,7,0,0,4,22,3,50,0,0,0,0,0,0,0,0,0,0,6,5,85,86,0,0,0,3,0,11,0,0,18,1,2,0,0,71,2,0,12,5,170,0,7,0,0,2,0,492,9,20,0,1,0,14,0,77,1089,98,1187,
6/18/2004,2,0,7,0,0,4,20,3,51,0,0,0,1,0,0,0,0,0,0,8,5,82,83,0,0,0,3,0,11,0,0,20,1,2,0,0,68,4,0,10,5,167,0,7,0,0,2,0,481,9,20,0,1,0,14,0,80,1075,96,1171,
6/25/2004,2,0,6,0,0,4,21,3,52,0,0,0,1,0,0,0,0,0,0,8,6,85,82,0,0,0,3,0,12,0,0,21,1,2,0,0,66,4,0,12,5,165,0,7,0,0,2,0,482,9,20,0,1,0,14,0,80,1081,95,1176,
7/2/2004,2,0,8,0,0,7,20,5,52,0,0,0,1,0,0,0,0,0,0,8,5,86,84,0,0,0,3,0,12,0,0,21,1,2,0,0,66,4,0,13,5,167,0,7,0,0,1,1,491,8,20,0,1,0,15,0,85,1103,98,1201,
7/9/2004,2,0,10,0,0,7,23,5,54,0,0,0,1,0,0,0,0,0,0,8,5,86,81,0,0,0,3,0,12,0,0,21,1,2,0,0,68,4,0,13,5,170,0,7,0,0,1,1,486,9,21,0,1,0,15,0,85,1111,96,1207,
7/16/2004,2,0,11,0,0,7,22,5,54,0,0,0,1,0,0,0,0,0,0,8,5,86,80,0,0,0,3,0,12,0,0,23,1,2,0,0,65,4,0,13,5,169,0,9,0,0,1,1,491,11,21,0,1,0,15,0,83,1114,97,1211,
7/23/2004,2,0,10,0,0,6,20,5,47,0,0,0,1,0,0,0,0,0,0,7,5,86,82,0,0,0,3,0,12,0,0,21,2,2,0,0,66,4,0,14,5,178,0,11,0,0,1,1,497,11,21,0,1,0,15,0,80,1117,99,1216,
7/30/2004,2,1,11,0,0,6,20,5,53,0,0,0,1,0,0,0,0,0,0,8,5,82,80,0,0,0,3,0,12,0,0,24,2,2,0,0,65,4,0,16,5,175,0,11,0,0,1,1,503,11,21,0,1,0,15,0,83,1131,98,1229,
8/6/2004,2,1,8,0,0,6,20,5,58,0,0,0,1,0,0,0,0,0,0,7,6,88,80,0,0,0,3,0,12,0,0,22,2,2,0,0,64,5,0,16,5,175,0,11,0,0,1,0,504,11,21,0,1,0,15,0,83,1137,98,1235,
8/13/2004,3,1,11,0,0,6,20,5,58,0,0,0,1,0,0,0,0,0,0,5,6,95,76,0,0,0,3,0,11,0,0,22,2,2,0,0,59,3,0,18,5,167,0,10,0,0,0,0,511,11,22,0,1,0,15,0,83,1138,94,1232,
8/20/2004,3,1,10,0,0,6,21,4,61,0,0,0,1,0,0,0,0,0,0,4,6,91,76,0,0,0,3,0,11,0,0,23,2,2,0,0,66,3,0,19,5,170,0,10,0,0,0,0,494,13,22,0,1,0,16,0,86,1135,95,1230,
8/27/2004,3,1,9,0,0,6,20,5,62,0,0,0,1,0,0,0,0,0,0,4,6,90,72,0,0,0,3,0,11,0,0,22,1,2,0,0,68,3,0,16,5,167,0,11,0,0,0,0,512,14,23,0,1,0,16,0,85,1146,93,1239,
9/3/2004,3,1,7,0,0,6,20,5,62,0,0,0,1,0,0,0,0,0,0,4,6,89,73,0,0,0,3,0,10,0,0,22,1,2,0,0,72,2,0,15,5,170,0,10,0,0,0,0,522,14,23,0,1,0,16,0,84,1155,94,1249,
9/10/2004,3,1,9,0,0,6,20,5,61,0,0,0,1,0,0,0,0,0,0,4,7,89,74,0,0,0,3,0,10,0,0,21,1,2,0,0,72,2,0,19,5,170,0,11,0,0,0,0,512,11,21,0,2,0,15,0,83,1148,92,1240,
9/17/2004,2,1,8,1,0,6,18,5,61,0,0,0,1,0,0,0,0,0,0,6,7,92,71,0,0,0,3,0,11,0,0,22,1,2,0,0,70,2,0,18,5,168,0,12,0,0,0,0,500,14,22,0,2,0,15,0,86,1139,93,1232,
9/24/2004,2,1,10,1,0,7,20,3,58,0,0,0,1,0,0,0,0,0,0,6,7,97,66,0,0,0,3,0,11,0,0,23,2,2,0,0,77,2,0,17,5,160,0,12,0,0,0,0,505,15,22,0,2,0,15,0,87,1152,87,1239,
10/1/2004,2,1,11,1,0,8,20,4,61,0,0,0,2,0,0,0,0,0,0,6,7,93,73,0,0,0,3,0,10,0,0,22,1,2,0,0,72,3,0,17,5,162,0,11,0,0,0,0,509,17,22,0,2,0,15,0,81,1145,98,1243,
10/8/2004,2,1,12,0,0,8,20,5,58,0,0,0,2,0,0,0,0,0,0,8,3,97,72,0,0,0,3,0,10,0,0,22,1,2,0,0,72,3,0,17,5,163,0,11,0,0,0,0,496,16,22,0,2,0,13,0,84,1134,96,1230,
10/15/2004,2,1,12,0,0,8,22,5,59,0,0,0,2,0,0,0,0,0,0,8,6,94,71,0,0,0,3,0,11,0,0,23,1,2,0,0,65,5,0,16,5,158,0,8,0,0,0,0,500,13,22,0,2,0,18,0,83,1133,92,1225,
10/22/2004,2,1,11,0,0,9,20,5,59,0,0,0,2,0,0,0,0,0,0,8,6,101,76,0,0,0,3,0,10,0,0,22,1,2,0,0,65,5,0,21,5,150,0,7,0,0,0,0,523,11,23,0,2,0,18,0,82,1155,95,1250,
10/29/2004,2,1,10,0,0,9,21,5,60,0,0,0,2,0,0,0,0,0,0,7,6,103,72,0,0,0,3,0,11,0,0,21,1,1,0,0,63,7,0,21,5,160,0,8,0,0,0,0,516,13,23,0,2,0,18,0,80,1158,93,1251,
11/5/2004,1,1,11,0,0,6,21,5,60,0,0,0,2,0,0,0,0,0,0,7,6,102,76,0,0,0,3,0,11,0,0,21,1,1,0,0,72,7,0,23,5,168,0,9,0,0,0,0,512,12,23,0,2,0,18,0,82,1172,96,1268,
11/12/2004,1,1,11,0,0,6,21,5,62,0,0,0,2,0,0,0,0,0,0,7,5,96,76,0,0,0,3,0,11,0,0,20,1,1,0,0,71,7,0,24,5,158,0,9,0,0,0,0,525,14,25,0,2,0,17,0,73,1161,98,1259,
11/19/2004,1,1,10,1,0,6,21,5,60,0,0,1,2,0,0,0,0,0,0,7,5,95,78,0,0,0,3,0,12,0,0,23,1,1,0,0,77,8,0,22,5,156,0,9,0,0,0,0,527,18,26,0,2,0,16,0,69,1163,105,1268,
11/24/2004,1,1,9,1,0,5,17,5,60,0,0,1,1,0,0,0,0,0,0,7,5,93,76,0,0,0,3,0,12,0,0,23,1,1,0,0,74,8,0,22,10,148,0,9,0,0,0,0,529,18,24,0,2,0,16,0,69,1149,102,1251,
12/3/2004,1,1,8,1,0,5,19,6,62,0,0,1,1,0,0,0,0,0,0,8,5,90,78,0,0,0,3,0,12,0,0,25,1,1,0,0,73,8,0,17,10,141,0,9,0,0,0,0,528,18,23,0,2,0,17,0,71,1140,105,1245,
12/10/2004,1,0,9,1,0,5,21,6,62,0,0,1,0,0,0,0,0,0,0,9,5,90,83,0,0,0,3,0,12,0,0,25,1,1,0,0,73,8,0,16,10,147,0,9,0,0,0,0,515,18,23,0,2,0,17,0,77,1142,108,1250,
12/17/2004,1,0,10,1,0,5,19,6,63,0,0,1,0,0,0,0,0,0,0,9,3,84,82,0,0,0,3,0,10,0,0,25,1,1,0,0,75,8,0,17,10,142,0,9,0,0,0,0,514,18,24,0,2,0,17,0,74,1127,107,1234,
12/23/2004,1,0,9,1,0,6,22,5,65,0,0,1,0,0,0,0,0,0,0,8,3,87,83,0,0,0,3,0,10,0,0,24,1,1,0,0,75,4,0,19,10,147,0,8,0,0,0,0,528,18,25,0,2,0,16,0,75,1150,107,1257,
12/31/2004,1,0,9,0,0,6,22,5,66,0,0,1,1,0,0,0,0,0,0,8,3,88,81,0,0,0,3,0,10,0,0,24,1,1,0,0,75,4,0,20,10,145,0,8,0,0,0,0,514,18,25,0,2,0,16,0,76,1138,105,1243,
1/7/2005,3,0,7,0,0,7,22,5,64,0,0,1,1,0,0,0,0,0,0,8,3,81,80,0,0,0,3,0,6,0,0,22,0,1,0,0,75,6,0,20,10,149,0,9,0,0,0,0,520,20,25,0,2,0,16,0,76,1136,106,1242,
1/14/2005,3,0,7,0,0,7,21,5,66,0,0,1,1,0,0,0,0,0,0,8,4,86,77,0,0,0,3,0,8,0,0,21,0,1,0,0,74,6,0,19,10,146,0,9,0,0,0,0,529,20,30,0,1,0,17,0,78,1155,103,1258,
1/21/2005,3,0,9,0,0,1,19,4,66,0,0,1,1,0,0,0,0,0,0,8,4,88,75,0,0,0,3,0,8,0,0,22,0,1,0,0,73,7,0,20,10,151,0,10,0,0,0,0,538,19,31,0,1,0,16,0,74,1164,99,1263,
1/28/2005,3,0,7,0,0,1,18,7,65,0,0,1,1,0,0,0,0,0,0,8,4,90,76,0,0,0,3,0,7,0,0,23,0,1,0,0,72,7,0,19,10,153,0,11,0,0,0,0,528,18,31,0,1,0,16,0,75,1154,102,1256,
2/4/2005,3,0,9,0,0,0,19,5,68,0,0,1,1,0,0,0,0,0,0,8,4,91,75,0,0,0,3,0,8,0,0,23,0,1,0,0,72,4,0,18,10,153,0,11,0,0,0,0,527,17,31,0,1,0,16,0,69,1150,98,1248,
2/11/2005,2,0,8,1,0,0,24,6,69,0,0,1,1,0,0,0,0,0,0,8,4,94,83,0,0,0,3,0,9,0,0,25,0,0,0,0,71,3,0,17,10,158,0,11,0,0,1,0,543,14,31,0,1,0,16,0,66,1175,105,1280,
2/18/2005,3,1,11,1,0,0,21,6,71,0,0,1,1,0,0,0,0,0,0,8,3,110,86,0,0,0,3,0,8,0,0,24,0,1,0,0,71,2,0,18,10,157,0,11,0,0,1,0,543,12,28,0,1,0,15,0,67,1188,107,1295,
2/25/2005,1,1,11,1,0,0,21,5,71,0,0,1,1,0,0,0,0,0,0,8,3,112,86,0,0,0,3,0,10,0,0,24,0,1,0,0,66,1,0,18,10,146,0,11,0,0,1,0,545,11,27,0,1,0,15,0,69,1176,105,1281,
3/4/2005,1,1,10,1,0,3,22,6,72,0,0,1,1,0,0,0,0,0,0,7,4,113,82,0,0,0,1,0,10,0,0,23,0,1,0,0,63,4,0,17,10,152,0,11,0,0,1,0,554,8,26,0,2,0,13,0,70,1191,99,1290,
3/11/2005,0,1,9,1,0,3,23,4,73,0,0,0,0,0,0,0,0,0,0,7,4,109,75,0,0,0,4,0,11,0,0,21,0,1,0,0,74,5,0,14,9,147,0,11,0,0,2,0,553,12,27,0,3,0,10,0,69,1189,93,1282,
3/18/2005,0,1,10,1,0,3,22,4,73,0,0,0,0,0,0,0,0,0,0,7,3,108,79,0,0,0,4,0,12,0,0,22,0,1,0,0,76,6,0,15,9,146,0,11,0,0,2,0,580,13,27,0,3,0,10,0,72,1222,98,1320,
3/24/2005,1,1,10,0,0,5,21,4,72,0,0,0,0,0,0,0,0,0,0,6,4,109,76,0,0,0,3,0,11,0,0,23,0,1,0,0,77,6,0,17,9,153,0,9,0,0,2,0,579,14,28,0,3,0,10,0,77,1236,95,1331,
4/1/2005,2,1,11,0,0,6,21,4,72,0,0,0,0,0,0,0,0,0,0,6,4,107,75,0,0,0,3,0,10,0,0,24,0,1,0,0,79,6,0,15,9,155,0,9,0,0,2,0,574,14,28,0,3,0,10,0,78,1235,94,1329,
4/8/2005,3,1,11,0,0,7,20,4,71,0,0,0,0,0,0,0,0,0,0,6,4,102,76,0,0,0,3,0,10,0,0,25,0,0,0,0,79,5,0,15,9,146,0,9,0,0,2,0,585,14,29,0,3,0,12,0,76,1232,95,1327,
4/15/2005,3,1,12,0,0,7,27,4,71,0,0,0,0,0,0,0,0,0,0,6,4,104,79,0,0,0,3,0,10,0,0,26,0,0,0,0,82,5,0,15,9,153,0,9,0,0,2,0,582,12,31,0,3,0,12,0,76,1252,96,1348,
4/22/2005,4,1,9,0,0,6,26,4,69,0,0,1,0,0,0,0,0,0,0,5,4,102,72,0,0,0,3,0,8,0,0,27,0,0,0,0,85,5,0,15,9,152,0,9,0,0,2,0,591,11,32,0,3,0,12,0,76,1255,88,1343,
4/29/2005,4,0,8,0,0,5,26,4,63,0,0,1,0,0,0,0,0,0,0,6,4,102,76,0,0,0,3,0,9,0,0,26,0,0,0,0,78,5,0,13,9,158,0,9,0,0,2,0,591,10,30,0,3,0,12,0,68,1235,90,1325,
5/6/2005,3,0,8,0,0,5,23,3,64,0,0,1,0,0,0,0,0,0,0,6,4,97,78,0,0,0,3,0,10,0,0,26,0,0,0,0,85,5,0,14,9,155,0,9,0,0,2,0,596,8,24,0,3,0,12,0,71,1235,89,1324,
5/13/2005,2,0,8,0,0,4,23,3,65,0,0,1,1,0,1,0,0,0,0,6,4,96,77,0,0,0,3,0,10,0,0,26,0,0,0,0,83,5,0,16,9,146,0,9,0,0,3,0,591,7,26,0,3,0,12,0,68,1220,88,1308,
5/20/2005,2,0,8,0,0,4,24,3,64,0,0,1,1,0,1,0,0,0,0,6,4,97,80,0,0,0,3,0,10,0,0,25,0,0,0,0,83,4,0,18,9,149,0,11,0,0,3,0,585,6,25,0,4,0,14,0,71,1225,90,1315,
5/27/2005,3,0,9,0,0,4,20,3,67,0,0,1,1,0,1,0,0,0,0,6,4,97,84,0,0,0,3,0,13,0,0,26,0,2,0,0,81,4,0,16,9,151,0,11,0,0,2,0,593,6,25,0,4,0,14,0,71,1237,94,1331,
6/3/2005,3,0,9,0,0,9,20,4,70,0,0,0,1,0,1,0,0,0,0,6,4,101,86,0,0,0,3,0,12,0,0,26,0,2,0,0,77,4,0,16,9,154,0,11,0,0,2,0,604,7,27,0,4,0,14,0,67,1255,98,1353,
6/10/2005,2,0,10,0,0,10,22,2,69,0,0,1,1,0,1,0,0,0,0,7,4,102,84,0,0,0,3,0,13,0,0,25,0,4,0,0,77,4,0,15,9,149,0,11,0,0,2,0,588,7,29,0,4,0,13,0,71,1245,94,1339,
6/17/2005,2,0,10,0,0,10,21,2,70,0,0,1,1,0,1,0,0,0,0,7,4,102,85,0,0,0,3,0,13,0,0,25,0,4,0,0,77,4,0,15,9,150,0,12,0,0,1,0,608,7,26,0,4,0,13,0,71,1263,95,1358,
6/24/2005,2,0,10,0,0,14,23,3,68,0,0,1,1,0,1,0,0,0,0,6,4,102,86,0,0,0,3,0,13,0,0,21,0,4,0,0,77,4,0,18,9,147,0,17,0,0,1,0,608,7,27,0,4,0,15,0,74,1273,97,1370,
